Date,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:02 AM - Arvind: sale agr nhi hua to tu to 5 minn mei puch jyega humraa kya hoga,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:02 AM - +91 79821 80911: Chudai,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:02 AM - Arvind: agr kisi ne ditch kr diya to ma'am ko ja kr complain krge?,,,,,,,,,,,,,,,,,,,,,,,,,,
XD,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:03 AM - Arvind: ki ditch kr diya unko bhi marks mt do,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:03 AM - Arvind: XD,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:05 AM - +91 79821 80911: +1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:11 AM - Siddharth Gupta: 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:19 AM - Chirag GTBIT: Lawdey,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:20 AM - Arvind: 😂,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:20 AM - Maninder Singh: 😂😂😂ksm se meri bhi yahi gaali nikal gayi thi mene likha nhi .....  Thanks bhau,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:20 AM - Gurparsad: 😂😂🤣🤣😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:20 AM - Vyom: 😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:20 AM - Chirag GTBIT: Iska scene kya hai?,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:21 AM - Chirag GTBIT: Ye site pr hai?,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:21 AM - +91 88097 65191: Uss kya hai,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:21 AM - Chirag GTBIT: University school of higher study,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:22 AM - Chirag GTBIT: Keval inkey post pone huye hai?,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:22 AM - Navreet: Nai yaar.,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:22 AM - Navreet: Honge humare bhi.,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:22 AM - Vyom: https://www.google.co.in/amp/s/www.dnaindia.com/india/report-pil-in-high-court-against-ggsipu-affiliations-to-outside-delhi-colleges-2624326/amp,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:22 AM - Navreet: Bus kal tak sab clear ho jayega.,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:23 AM - Gurparsad: Haan ...,,,,,,,,,,,,,,,,,,,,,,,,,,
Usict ke liye guaranteed hogaye hain...,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:23 AM - Gurparsad: Apnon ka kal pata chalega,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:23 AM - Navreet: MAIT Surajmal BVP valon se confirm kiya, kal tak humare bhi 90% ho jayenge. Baaki wait for official confirmation.,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:24 AM - Harsheet: 😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:24 AM - Vyom: @918076082063,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:24 AM - +91 76784 94745: Kya ho jayenge?  Postpone?,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:25 AM - Prabhdeep: Bhagwaan jaane,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:25 AM - +91 88097 65191: Haan,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:26 AM - Gurparsad: Jag suna suna laage,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:26 AM - Vyom: Pani bharle jag m😂,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:26 AM - Harsheet: Padh lo mc,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:26 AM - Maninder Singh: 😂😂😂jag hello world laga,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:27 AM - Prabhdeep: Movie dekhna band karr😂,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:27 AM - Gurparsad: Hello world suni suni hai?,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:28 AM - Maninder Singh: 😂😂😂😂na naa bhai,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:28 AM - Gurparsad: Toh?,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:28 AM - Navreet: Yep.,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:28 AM - Maninder Singh: 🤧🤧🤧voh toh band ho gayi,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:28 AM - Gurparsad: 🤣😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:29 AM - Navreet: Aisa baakion ka kehna hai.,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:29 AM - +91 88097 65191: ❤,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:29 AM - Vyom: @919971745300 😢,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:30 AM - Gurparsad: 🤣😂😂🤣🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:31 AM - Siddharth Gupta: Jb phle kisine daala tb toh nhi kiya tune react,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:31 AM - Vyom: Best friends🤩🤩,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:31 AM - Siddharth Gupta: Vhi toh,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:31 AM - Siddharth Gupta: 😂,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:34 AM - Vyom: Abe m tum dono ki bat kr rha tha,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:34 AM - Vyom: 😂,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:37 AM - Siddharth Gupta: 😂,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:37 AM - Chirag GTBIT: Aak clg khula hai?,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:38 AM - Vyom: Hn,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:38 AM - Vyom: Khula h,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:40 AM - Aarja: College kya bol raha about this issue?,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:51 AM - Siddharth Gupta: .,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:53 AM - Vyom: .,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:56 AM - Aarja: But official side se? ,,,,,,,,,,,,,,,,,,,,,,,,,,
Director ya exam cell se?,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 11:56 AM - Vyom: No idea,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 12:51 PM - Vyom: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 1:57 PM - Manpreet: Kl aana hai admit card ke liye??,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:02 PM - Prabhdeep: <Media omitted>,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:08 PM - Navreet: Fake hai.,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:08 PM - Anshul Garg(GTBIT): Teachers bol rhe h ki 27 se hi honge,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:08 PM - Anshul Garg(GTBIT): & kal admit card milenge,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:08 PM - Prabhdeep: Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:10 PM - Manpreet: +1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:12 PM - Vyom: This message was deleted,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:13 PM - Vyom: Ye fake h ?,,,,,,,,,,,,,,,,,,,,,,,,,,
Ya jo phle aaye vo ?,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:13 PM - Navreet: Ye fake hai.,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:14 PM - Vyom: Thanks,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:14 PM - Navreet: Aaye toh hain nahi admit card. ,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaunse teacher ne kaha?,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:14 PM - Anshul Garg(GTBIT): Kal aayenge na,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018, 2:16 PM - Navreet: Kaha kaunsi ma’am/sir ne?,,,,,,,,,,,,,,,,,,,,,,,,,,
